cohort_date,day_number,active_users,retention_rate
2020-12-20,0.0,2270,100.0
2020-12-20,1.0,74,3.26
2020-12-20,2.0,34,1.5
2020-12-20,3.0,18,0.79
2020-12-20,4.0,16,0.7
2020-12-20,5.0,10,0.44
2020-12-20,6.0,12,0.53
2020-12-20,7.0,15,0.66
2020-12-20,8.0,4,0.18
2020-12-20,9.0,5,0.22
2020-12-20,10.0,6,0.26
2020-12-20,11.0,7,0.31
2020-12-20,12.0,5,0.22
2020-12-20,13.0,6,0.26
2020-12-20,14.0,3,0.13
2020-12-20,15.0,6,0.26
2020-12-20,16.0,7,0.31
2020-12-20,17.0,2,0.09
2020-12-20,18.0,2,0.09
2020-12-20,19.0,4,0.18
2020-12-20,20.0,7,0.31
2020-12-20,21.0,6,0.26
2020-12-20,22.0,6,0.26
2020-12-20,23.0,5,0.22
2020-12-20,24.0,4,0.18
2020-12-20,25.0,5,0.22
2020-12-20,26.0,5,0.22
2020-12-20,27.0,8,0.35
2020-12-20,28.0,5,0.22
2020-12-20,29.0,1,0.04
2020-12-20,31.0,1,0.04
2020-12-20,32.0,3,0.13
2020-12-20,33.0,1,0.04
2020-12-20,34.0,1,0.04
2020-12-20,35.0,4,0.18
2020-12-20,36.0,3,0.13
2020-12-20,37.0,2,0.09
2020-12-20,38.0,2,0.09
2020-12-20,39.0,3,0.13
2020-12-20,40.0,2,0.09
2020-12-20,44.0,2,0.09
2020-12-20,45.0,4,0.18
2020-12-20,46.0,1,0.04
2020-12-20,48.0,1,0.04
2020-12-20,49.0,2,0.09
2020-12-20,51.0,3,0.13
2020-12-20,53.0,2,0.09
2020-12-20,54.0,1,0.04
2020-12-20,55.0,2,0.09
2020-12-20,56.0,1,0.04
2020-12-20,57.0,2,0.09
2020-12-20,59.0,1,0.04
2020-12-20,60.0,2,0.09
2020-12-20,61.0,1,0.04
2020-12-20,62.0,1,0.04
2020-12-20,63.0,1,0.04
2020-12-20,64.0,1,0.04
2020-12-20,65.0,2,0.09
2020-12-20,66.0,2,0.09
2020-12-20,67.0,5,0.22
2020-12-20,69.0,2,0.09
2020-12-20,70.0,1,0.04
2020-12-21,0.0,2877,100.0
2020-12-21,1.0,101,3.51
2020-12-21,2.0,42,1.46
2020-12-21,3.0,31,1.08
2020-12-21,4.0,28,0.97
2020-12-21,5.0,18,0.63
2020-12-21,6.0,14,0.49
2020-12-21,7.0,21,0.73
2020-12-21,8.0,13,0.45
2020-12-21,9.0,11,0.38
2020-12-21,10.0,3,0.1
2020-12-21,11.0,6,0.21
2020-12-21,12.0,8,0.28
2020-12-21,13.0,7,0.24
2020-12-21,14.0,7,0.24
2020-12-21,15.0,8,0.28
2020-12-21,16.0,9,0.31
2020-12-21,17.0,3,0.1
2020-12-21,18.0,7,0.24
2020-12-21,19.0,6,0.21
2020-12-21,20.0,8,0.28
2020-12-21,21.0,7,0.24
2020-12-21,22.0,4,0.14
2020-12-21,24.0,3,0.1
2020-12-21,25.0,7,0.24
2020-12-21,26.0,3,0.1
2020-12-21,27.0,1,0.03
2020-12-21,28.0,2,0.07
2020-12-21,29.0,4,0.14
2020-12-21,30.0,6,0.21
2020-12-21,31.0,3,0.1
2020-12-21,32.0,6,0.21
2020-12-21,33.0,2,0.07
2020-12-21,34.0,2,0.07
2020-12-21,35.0,4,0.14
2020-12-21,36.0,5,0.17
2020-12-21,37.0,2,0.07
2020-12-21,40.0,2,0.07
2020-12-21,41.0,3,0.1
2020-12-21,43.0,1,0.03
2020-12-21,44.0,1,0.03
2020-12-21,45.0,3,0.1
2020-12-21,46.0,3,0.1
2020-12-21,47.0,1,0.03
2020-12-21,48.0,1,0.03
2020-12-21,49.0,2,0.07
2020-12-21,50.0,4,0.14
2020-12-21,52.0,4,0.14
2020-12-21,53.0,1,0.03
2020-12-21,54.0,1,0.03
2020-12-21,56.0,1,0.03
2020-12-21,57.0,2,0.07
2020-12-21,58.0,1,0.03
2020-12-21,59.0,5,0.17
2020-12-21,60.0,2,0.07
2020-12-21,61.0,2,0.07
2020-12-21,63.0,1,0.03
2020-12-21,64.0,2,0.07
2020-12-21,65.0,1,0.03
2020-12-22,0.0,2720,100.0
2020-12-22,1.0,104,3.82
2020-12-22,2.0,39,1.43
2020-12-22,3.0,29,1.07
2020-12-22,4.0,22,0.81
2020-12-22,5.0,20,0.74
2020-12-22,6.0,8,0.29
2020-12-22,7.0,13,0.48
2020-12-22,8.0,14,0.51
2020-12-22,9.0,9,0.33
2020-12-22,10.0,8,0.29
2020-12-22,11.0,7,0.26
2020-12-22,12.0,5,0.18
2020-12-22,13.0,8,0.29
2020-12-22,14.0,9,0.33
2020-12-22,15.0,13,0.48
2020-12-22,16.0,7,0.26
2020-12-22,17.0,5,0.18
2020-12-22,18.0,6,0.22
2020-12-22,19.0,6,0.22
2020-12-22,20.0,11,0.4
2020-12-22,21.0,7,0.26
2020-12-22,22.0,5,0.18
2020-12-22,23.0,6,0.22
2020-12-22,24.0,2,0.07
2020-12-22,25.0,4,0.15
2020-12-22,26.0,3,0.11
2020-12-22,27.0,3,0.11
2020-12-22,28.0,4,0.15
2020-12-22,29.0,1,0.04
2020-12-22,30.0,3,0.11
2020-12-22,31.0,1,0.04
2020-12-22,32.0,3,0.11
2020-12-22,33.0,1,0.04
2020-12-22,34.0,5,0.18
2020-12-22,35.0,3,0.11
2020-12-22,36.0,1,0.04
2020-12-22,37.0,1,0.04
2020-12-22,38.0,1,0.04
2020-12-22,40.0,1,0.04
2020-12-22,42.0,1,0.04
2020-12-22,45.0,1,0.04
2020-12-22,46.0,2,0.07
2020-12-22,47.0,3,0.11
2020-12-22,48.0,2,0.07
2020-12-22,50.0,2,0.07
2020-12-22,51.0,1,0.04
2020-12-22,55.0,1,0.04
2020-12-22,56.0,2,0.07
2020-12-22,57.0,2,0.07
2020-12-22,58.0,2,0.07
2020-12-22,59.0,4,0.15
2020-12-22,61.0,3,0.11
2020-12-22,62.0,1,0.04
2020-12-22,63.0,1,0.04
2020-12-22,68.0,1,0.04
2020-12-23,0.0,2525,100.0
2020-12-23,1.0,84,3.33
2020-12-23,2.0,30,1.19
2020-12-23,3.0,21,0.83
2020-12-23,4.0,14,0.55
2020-12-23,5.0,21,0.83
2020-12-23,6.0,15,0.59
2020-12-23,7.0,6,0.24
2020-12-23,8.0,7,0.28
2020-12-23,9.0,5,0.2
2020-12-23,10.0,2,0.08
2020-12-23,11.0,4,0.16
2020-12-23,12.0,9,0.36
2020-12-23,13.0,4,0.16
2020-12-23,14.0,2,0.08
2020-12-23,15.0,4,0.16
2020-12-23,16.0,5,0.2
2020-12-23,17.0,6,0.24
2020-12-23,18.0,4,0.16
2020-12-23,19.0,6,0.24
2020-12-23,20.0,4,0.16
2020-12-23,21.0,5,0.2
2020-12-23,22.0,3,0.12
2020-12-23,23.0,2,0.08
2020-12-23,24.0,1,0.04
2020-12-23,25.0,2,0.08
2020-12-23,26.0,5,0.2
2020-12-23,27.0,5,0.2
2020-12-23,28.0,6,0.24
2020-12-23,29.0,1,0.04
2020-12-23,30.0,1,0.04
2020-12-23,31.0,1,0.04
2020-12-23,33.0,1,0.04
2020-12-23,34.0,1,0.04
2020-12-23,35.0,1,0.04
2020-12-23,36.0,2,0.08
2020-12-23,37.0,1,0.04
2020-12-23,38.0,1,0.04
2020-12-23,39.0,1,0.04
2020-12-23,40.0,3,0.12
2020-12-23,42.0,2,0.08
2020-12-23,43.0,1,0.04
2020-12-23,45.0,1,0.04
2020-12-23,48.0,1,0.04
2020-12-23,50.0,1,0.04
2020-12-23,51.0,1,0.04
2020-12-23,52.0,1,0.04
2020-12-23,55.0,2,0.08
2020-12-23,58.0,1,0.04
2020-12-23,59.0,1,0.04
2020-12-23,60.0,1,0.04
2020-12-23,62.0,1,0.04
2020-12-23,64.0,1,0.04
2020-12-24,0.0,2148,100.0
2020-12-24,1.0,75,3.49
2020-12-24,2.0,30,1.4
2020-12-24,3.0,18,0.84
2020-12-24,4.0,15,0.7
2020-12-24,5.0,11,0.51
2020-12-24,6.0,7,0.33
2020-12-24,7.0,8,0.37
2020-12-24,8.0,5,0.23
2020-12-24,9.0,7,0.33
2020-12-24,10.0,5,0.23
2020-12-24,11.0,6,0.28
2020-12-24,12.0,5,0.23
2020-12-24,13.0,6,0.28
2020-12-24,14.0,8,0.37
2020-12-24,15.0,5,0.23
2020-12-24,16.0,4,0.19
2020-12-24,17.0,5,0.23
2020-12-24,18.0,6,0.28
2020-12-24,19.0,8,0.37
2020-12-24,20.0,7,0.33
2020-12-24,21.0,8,0.37
2020-12-24,22.0,3,0.14
2020-12-24,23.0,2,0.09
2020-12-24,24.0,5,0.23
2020-12-24,25.0,4,0.19
2020-12-24,26.0,5,0.23
2020-12-24,27.0,4,0.19
2020-12-24,28.0,6,0.28
2020-12-24,29.0,3,0.14
2020-12-24,30.0,1,0.05
2020-12-24,31.0,2,0.09
2020-12-24,32.0,7,0.33
2020-12-24,33.0,5,0.23
2020-12-24,34.0,5,0.23
2020-12-24,35.0,3,0.14
2020-12-24,36.0,2,0.09
2020-12-24,37.0,2,0.09
2020-12-24,38.0,2,0.09
2020-12-24,39.0,2,0.09
2020-12-24,40.0,1,0.05
2020-12-24,41.0,4,0.19
2020-12-24,42.0,1,0.05
2020-12-24,43.0,1,0.05
2020-12-24,44.0,2,0.09
2020-12-24,45.0,1,0.05
2020-12-24,46.0,3,0.14
2020-12-24,47.0,8,0.37
2020-12-24,48.0,2,0.09
2020-12-24,49.0,3,0.14
2020-12-24,50.0,5,0.23
2020-12-24,51.0,2,0.09
2020-12-24,52.0,4,0.19
2020-12-24,53.0,4,0.19
2020-12-24,54.0,4,0.19
2020-12-24,55.0,1,0.05
2020-12-24,56.0,2,0.09
2020-12-24,57.0,1,0.05
2020-12-24,58.0,1,0.05
2020-12-24,59.0,2,0.09
2020-12-24,60.0,3,0.14
2020-12-24,61.0,2,0.09
2020-12-24,62.0,5,0.23
2020-12-24,63.0,2,0.09
2020-12-24,64.0,4,0.19
2020-12-24,65.0,2,0.09
2020-12-24,66.0,1,0.05
2020-12-25,0.0,2032,100.0
2020-12-25,1.0,56,2.76
2020-12-25,2.0,36,1.77
2020-12-25,3.0,28,1.38
2020-12-25,4.0,21,1.03
2020-12-25,5.0,17,0.84
2020-12-25,6.0,5,0.25
2020-12-25,7.0,8,0.39
2020-12-25,8.0,8,0.39
2020-12-25,9.0,11,0.54
2020-12-25,10.0,6,0.3
2020-12-25,11.0,9,0.44
2020-12-25,12.0,5,0.25
2020-12-25,13.0,5,0.25
2020-12-25,14.0,5,0.25
2020-12-25,15.0,2,0.1
2020-12-25,16.0,4,0.2
2020-12-25,17.0,7,0.34
2020-12-25,18.0,8,0.39
2020-12-25,19.0,6,0.3
2020-12-25,20.0,5,0.25
2020-12-25,21.0,2,0.1
2020-12-25,22.0,3,0.15
2020-12-25,23.0,4,0.2
2020-12-25,24.0,6,0.3
2020-12-25,25.0,4,0.2
2020-12-25,26.0,1,0.05
2020-12-25,27.0,4,0.2
2020-12-25,28.0,1,0.05
2020-12-25,29.0,3,0.15
2020-12-25,30.0,1,0.05
2020-12-25,31.0,6,0.3
2020-12-25,32.0,2,0.1
2020-12-25,33.0,5,0.25
2020-12-25,34.0,1,0.05
2020-12-25,35.0,3,0.15
2020-12-25,36.0,3,0.15
2020-12-25,37.0,1,0.05
2020-12-25,38.0,2,0.1
2020-12-25,39.0,3,0.15
2020-12-25,40.0,2,0.1
2020-12-25,41.0,2,0.1
2020-12-25,42.0,2,0.1
2020-12-25,43.0,1,0.05
2020-12-25,44.0,1,0.05
2020-12-25,47.0,3,0.15
2020-12-25,48.0,1,0.05
2020-12-25,60.0,1,0.05
2020-12-25,61.0,1,0.05
2020-12-26,0.0,2106,100.0
2020-12-26,1.0,63,2.99
2020-12-26,2.0,34,1.61
2020-12-26,3.0,13,0.62
2020-12-26,4.0,13,0.62
2020-12-26,5.0,8,0.38
2020-12-26,6.0,10,0.47
2020-12-26,7.0,9,0.43
2020-12-26,8.0,9,0.43
2020-12-26,9.0,3,0.14
2020-12-26,10.0,8,0.38
2020-12-26,11.0,4,0.19
2020-12-26,12.0,4,0.19
2020-12-26,13.0,5,0.24
2020-12-26,14.0,4,0.19
2020-12-26,15.0,4,0.19
2020-12-26,16.0,6,0.28
2020-12-26,17.0,4,0.19
2020-12-26,18.0,2,0.09
2020-12-26,19.0,1,0.05
2020-12-26,20.0,3,0.14
2020-12-26,21.0,1,0.05
2020-12-26,22.0,3,0.14
2020-12-26,23.0,3,0.14
2020-12-26,25.0,2,0.09
2020-12-26,26.0,1,0.05
2020-12-26,27.0,4,0.19
2020-12-26,28.0,4,0.19
2020-12-26,29.0,2,0.09
2020-12-26,30.0,3,0.14
2020-12-26,31.0,1,0.05
2020-12-26,32.0,2,0.09
2020-12-26,35.0,1,0.05
2020-12-26,37.0,3,0.14
2020-12-26,38.0,2,0.09
2020-12-26,39.0,1,0.05
2020-12-26,42.0,1,0.05
2020-12-26,43.0,1,0.05
2020-12-26,45.0,1,0.05
2020-12-26,46.0,2,0.09
2020-12-26,47.0,1,0.05
2020-12-26,49.0,2,0.09
2020-12-26,50.0,1,0.05
2020-12-26,51.0,2,0.09
2020-12-26,52.0,2,0.09
2020-12-26,53.0,1,0.05
2020-12-26,56.0,1,0.05
2020-12-26,57.0,1,0.05
2020-12-26,58.0,2,0.09
2020-12-26,59.0,1,0.05
2020-12-26,61.0,1,0.05
2020-12-26,62.0,1,0.05
2020-12-26,63.0,1,0.05
2020-12-26,64.0,2,0.09
2020-12-27,0.0,2169,100.0
2020-12-27,1.0,86,3.96
2020-12-27,2.0,29,1.34
2020-12-27,3.0,20,0.92
2020-12-27,4.0,14,0.65
2020-12-27,5.0,16,0.74
2020-12-27,6.0,13,0.6
2020-12-27,7.0,12,0.55
2020-12-27,8.0,14,0.65
2020-12-27,9.0,7,0.32
2020-12-27,10.0,3,0.14
2020-12-27,11.0,5,0.23
2020-12-27,12.0,3,0.14
2020-12-27,13.0,2,0.09
2020-12-27,14.0,3,0.14
2020-12-27,15.0,3,0.14
2020-12-27,16.0,8,0.37
2020-12-27,17.0,2,0.09
2020-12-27,18.0,1,0.05
2020-12-27,19.0,5,0.23
2020-12-27,20.0,3,0.14
2020-12-27,21.0,3,0.14
2020-12-27,24.0,2,0.09
2020-12-27,26.0,3,0.14
2020-12-27,27.0,3,0.14
2020-12-27,28.0,1,0.05
2020-12-27,29.0,3,0.14
2020-12-27,30.0,4,0.18
2020-12-27,31.0,3,0.14
2020-12-27,33.0,1,0.05
2020-12-27,34.0,4,0.18
2020-12-27,35.0,3,0.14
2020-12-27,36.0,1,0.05
2020-12-27,37.0,2,0.09
2020-12-27,40.0,1,0.05
2020-12-27,41.0,1,0.05
2020-12-27,42.0,4,0.18
2020-12-27,43.0,2,0.09
2020-12-27,46.0,2,0.09
2020-12-27,47.0,2,0.09
2020-12-27,48.0,1,0.05
2020-12-27,51.0,1,0.05
2020-12-27,55.0,1,0.05
2020-12-27,56.0,1,0.05
2020-12-27,61.0,1,0.05
2020-12-28,0.0,2499,100.0
2020-12-28,1.0,76,3.04
2020-12-28,2.0,29,1.16
2020-12-28,3.0,7,0.28
2020-12-28,4.0,16,0.64
2020-12-28,5.0,11,0.44
2020-12-28,6.0,4,0.16
2020-12-28,7.0,13,0.52
2020-12-28,8.0,10,0.4
2020-12-28,9.0,2,0.08
2020-12-28,10.0,2,0.08
2020-12-28,11.0,5,0.2
2020-12-28,12.0,4,0.16
2020-12-28,13.0,6,0.24
2020-12-28,14.0,9,0.36
2020-12-28,15.0,12,0.48
2020-12-28,16.0,4,0.16
2020-12-28,17.0,5,0.2
2020-12-28,18.0,1,0.04
2020-12-28,19.0,1,0.04
2020-12-28,21.0,3,0.12
2020-12-28,22.0,5,0.2
2020-12-28,23.0,4,0.16
2020-12-28,24.0,2,0.08
2020-12-28,25.0,3,0.12
2020-12-28,26.0,1,0.04
2020-12-28,27.0,1,0.04
2020-12-28,28.0,4,0.16
2020-12-28,29.0,2,0.08
2020-12-28,30.0,2,0.08
2020-12-28,31.0,3,0.12
2020-12-28,33.0,1,0.04
2020-12-28,34.0,3,0.12
2020-12-28,35.0,3,0.12
2020-12-28,36.0,1,0.04
2020-12-28,37.0,5,0.2
2020-12-28,38.0,4,0.16
2020-12-28,39.0,2,0.08
2020-12-28,40.0,3,0.12
2020-12-28,42.0,2,0.08
2020-12-28,43.0,3,0.12
2020-12-28,44.0,1,0.04
2020-12-28,45.0,2,0.08
2020-12-28,46.0,1,0.04
2020-12-28,47.0,1,0.04
2020-12-28,48.0,1,0.04
2020-12-28,49.0,3,0.12
2020-12-28,50.0,1,0.04
2020-12-28,51.0,1,0.04
2020-12-28,55.0,1,0.04
2020-12-28,56.0,1,0.04
2020-12-28,57.0,1,0.04
2020-12-28,58.0,2,0.08
2020-12-28,59.0,1,0.04
2020-12-28,60.0,2,0.08
2020-12-28,61.0,2,0.08
2020-12-29,0.0,2073,100.0
2020-12-29,1.0,53,2.56
2020-12-29,2.0,16,0.77
2020-12-29,3.0,14,0.68
2020-12-29,4.0,18,0.87
2020-12-29,5.0,9,0.43
2020-12-29,6.0,8,0.39
2020-12-29,7.0,15,0.72
2020-12-29,8.0,10,0.48
2020-12-29,9.0,7,0.34
2020-12-29,10.0,5,0.24
2020-12-29,11.0,5,0.24
2020-12-29,12.0,6,0.29
2020-12-29,13.0,6,0.29
2020-12-29,14.0,3,0.14
2020-12-29,15.0,7,0.34
2020-12-29,16.0,6,0.29
2020-12-29,17.0,6,0.29
2020-12-29,18.0,4,0.19
2020-12-29,19.0,3,0.14
2020-12-29,20.0,2,0.1
2020-12-29,22.0,1,0.05
2020-12-29,23.0,3,0.14
2020-12-29,24.0,1,0.05
2020-12-29,26.0,2,0.1
2020-12-29,28.0,1,0.05
2020-12-29,29.0,3,0.14
2020-12-29,30.0,2,0.1
2020-12-29,31.0,2,0.1
2020-12-29,32.0,1,0.05
2020-12-29,34.0,1,0.05
2020-12-29,36.0,2,0.1
2020-12-29,37.0,5,0.24
2020-12-29,38.0,1,0.05
2020-12-29,39.0,2,0.1
2020-12-29,41.0,1,0.05
2020-12-29,42.0,1,0.05
2020-12-29,43.0,1,0.05
2020-12-29,44.0,1,0.05
2020-12-29,48.0,1,0.05
2020-12-29,49.0,1,0.05
2020-12-29,53.0,1,0.05
2020-12-29,55.0,1,0.05
2020-12-29,60.0,1,0.05
2020-12-30,0.0,1994,100.0
2020-12-30,1.0,51,2.56
2020-12-30,2.0,19,0.95
2020-12-30,3.0,13,0.65
2020-12-30,4.0,13,0.65
2020-12-30,5.0,14,0.7
2020-12-30,6.0,9,0.45
2020-12-30,7.0,5,0.25
2020-12-30,8.0,7,0.35
2020-12-30,9.0,10,0.5
2020-12-30,10.0,3,0.15
2020-12-30,11.0,7,0.35
2020-12-30,12.0,12,0.6
2020-12-30,13.0,7,0.35
2020-12-30,14.0,8,0.4
2020-12-30,15.0,5,0.25
2020-12-30,16.0,5,0.25
2020-12-30,17.0,4,0.2
2020-12-30,18.0,4,0.2
2020-12-30,19.0,3,0.15
2020-12-30,20.0,7,0.35
2020-12-30,21.0,2,0.1
2020-12-30,22.0,4,0.2
2020-12-30,23.0,4,0.2
2020-12-30,24.0,3,0.15
2020-12-30,25.0,1,0.05
2020-12-30,26.0,4,0.2
2020-12-30,27.0,2,0.1
2020-12-30,28.0,3,0.15
2020-12-30,29.0,3,0.15
2020-12-30,30.0,2,0.1
2020-12-30,32.0,5,0.25
2020-12-30,33.0,3,0.15
2020-12-30,34.0,3,0.15
2020-12-30,35.0,4,0.2
2020-12-30,36.0,2,0.1
2020-12-30,37.0,3,0.15
2020-12-30,38.0,2,0.1
2020-12-30,39.0,2,0.1
2020-12-30,42.0,2,0.1
2020-12-30,43.0,4,0.2
2020-12-30,44.0,1,0.05
2020-12-30,46.0,2,0.1
2020-12-30,47.0,2,0.1
2020-12-30,48.0,4,0.2
2020-12-30,49.0,2,0.1
2020-12-30,51.0,2,0.1
2020-12-30,52.0,1,0.05
2020-12-30,53.0,2,0.1
2020-12-30,54.0,2,0.1
2020-12-30,56.0,1,0.05
2020-12-30,57.0,3,0.15
2020-12-30,58.0,1,0.05
2020-12-30,59.0,1,0.05
2020-12-31,0.0,1155,100.0
2020-12-31,1.0,22,1.9
2020-12-31,2.0,18,1.56
2020-12-31,3.0,20,1.73
2020-12-31,4.0,12,1.04
2020-12-31,5.0,13,1.13
2020-12-31,6.0,8,0.69
2020-12-31,7.0,7,0.61
2020-12-31,8.0,4,0.35
2020-12-31,9.0,8,0.69
2020-12-31,10.0,4,0.35
2020-12-31,11.0,6,0.52
2020-12-31,12.0,4,0.35
2020-12-31,14.0,2,0.17
2020-12-31,15.0,3,0.26
2020-12-31,16.0,2,0.17
2020-12-31,18.0,1,0.09
2020-12-31,19.0,3,0.26
2020-12-31,20.0,1,0.09
2020-12-31,21.0,1,0.09
2020-12-31,22.0,1,0.09
2020-12-31,23.0,2,0.17
2020-12-31,24.0,4,0.35
2020-12-31,25.0,1,0.09
2020-12-31,28.0,2,0.17
2020-12-31,29.0,3,0.26
2020-12-31,30.0,2,0.17
2020-12-31,33.0,1,0.09
2020-12-31,34.0,2,0.17
2020-12-31,35.0,3,0.26
2020-12-31,36.0,2,0.17
2020-12-31,38.0,2,0.17
2020-12-31,39.0,2,0.17
2020-12-31,41.0,2,0.17
2020-12-31,44.0,2,0.17
2020-12-31,45.0,1,0.09
2020-12-31,46.0,1,0.09
2020-12-31,47.0,1,0.09
2020-12-31,48.0,1,0.09
2020-12-31,49.0,1,0.09
2020-12-31,51.0,1,0.09
2020-12-31,57.0,1,0.09
2020-12-31,58.0,1,0.09
2021-01-01,0.0,1579,100.0
2021-01-01,1.0,54,3.42
2021-01-01,2.0,26,1.65
2021-01-01,3.0,22,1.39
2021-01-01,4.0,13,0.82
2021-01-01,5.0,15,0.95
2021-01-01,6.0,13,0.82
2021-01-01,7.0,11,0.7
2021-01-01,8.0,7,0.44
2021-01-01,9.0,5,0.32
2021-01-01,10.0,4,0.25
2021-01-01,11.0,5,0.32
2021-01-01,12.0,9,0.57
2021-01-01,13.0,5,0.32
2021-01-01,14.0,6,0.38
2021-01-01,15.0,6,0.38
2021-01-01,16.0,5,0.32
2021-01-01,17.0,2,0.13
2021-01-01,18.0,5,0.32
2021-01-01,19.0,3,0.19
2021-01-01,20.0,6,0.38
2021-01-01,21.0,5,0.32
2021-01-01,22.0,5,0.32
2021-01-01,23.0,4,0.25
2021-01-01,24.0,3,0.19
2021-01-01,25.0,2,0.13
2021-01-01,26.0,4,0.25
2021-01-01,27.0,1,0.06
2021-01-01,28.0,6,0.38
2021-01-01,29.0,2,0.13
2021-01-01,30.0,2,0.13
2021-01-01,31.0,2,0.13
2021-01-01,32.0,3,0.19
2021-01-01,33.0,2,0.13
2021-01-01,34.0,4,0.25
2021-01-01,35.0,2,0.13
2021-01-01,36.0,4,0.25
2021-01-01,37.0,2,0.13
2021-01-01,38.0,2,0.13
2021-01-01,39.0,2,0.13
2021-01-01,40.0,2,0.13
2021-01-01,41.0,2,0.13
2021-01-01,42.0,2,0.13
2021-01-01,43.0,3,0.19
2021-01-01,44.0,4,0.25
2021-01-01,45.0,4,0.25
2021-01-01,47.0,1,0.06
2021-01-01,51.0,1,0.06
2021-01-01,52.0,2,0.13
2021-01-01,54.0,2,0.13
2021-01-01,55.0,1,0.06
2021-01-01,56.0,1,0.06
2021-01-01,58.0,1,0.06
2021-01-02,0.0,1908,100.0
2021-01-02,1.0,67,3.51
2021-01-02,2.0,28,1.47
2021-01-02,3.0,28,1.47
2021-01-02,4.0,14,0.73
2021-01-02,5.0,17,0.89
2021-01-02,6.0,14,0.73
2021-01-02,7.0,10,0.52
2021-01-02,8.0,12,0.63
2021-01-02,9.0,10,0.52
2021-01-02,10.0,8,0.42
2021-01-02,11.0,7,0.37
2021-01-02,12.0,7,0.37
2021-01-02,13.0,8,0.42
2021-01-02,14.0,4,0.21
2021-01-02,15.0,7,0.37
2021-01-02,16.0,4,0.21
2021-01-02,17.0,5,0.26
2021-01-02,18.0,4,0.21
2021-01-02,19.0,9,0.47
2021-01-02,20.0,5,0.26
2021-01-02,21.0,5,0.26
2021-01-02,22.0,5,0.26
2021-01-02,23.0,4,0.21
2021-01-02,24.0,4,0.21
2021-01-02,25.0,6,0.31
2021-01-02,26.0,5,0.26
2021-01-02,27.0,4,0.21
2021-01-02,28.0,5,0.26
2021-01-02,29.0,3,0.16
2021-01-02,30.0,5,0.26
2021-01-02,31.0,1,0.05
2021-01-02,32.0,3,0.16
2021-01-02,33.0,1,0.05
2021-01-02,34.0,1,0.05
2021-01-02,35.0,4,0.21
2021-01-02,36.0,4,0.21
2021-01-02,37.0,2,0.1
2021-01-02,38.0,3,0.16
2021-01-02,39.0,2,0.1
2021-01-02,40.0,1,0.05
2021-01-02,41.0,2,0.1
2021-01-02,42.0,1,0.05
2021-01-02,43.0,1,0.05
2021-01-02,44.0,1,0.05
2021-01-02,45.0,1,0.05
2021-01-02,46.0,1,0.05
2021-01-02,47.0,3,0.16
2021-01-02,48.0,2,0.1
2021-01-02,49.0,2,0.1
2021-01-02,50.0,3,0.16
2021-01-02,51.0,3,0.16
2021-01-02,52.0,1,0.05
2021-01-02,53.0,2,0.1
2021-01-02,54.0,1,0.05
2021-01-02,55.0,2,0.1
2021-01-02,56.0,1,0.05
2021-01-02,57.0,1,0.05
2021-01-03,0.0,2312,100.0
2021-01-03,1.0,80,3.46
2021-01-03,2.0,41,1.77
2021-01-03,3.0,32,1.38
2021-01-03,4.0,14,0.61
2021-01-03,5.0,18,0.78
2021-01-03,6.0,13,0.56
2021-01-03,7.0,15,0.65
2021-01-03,8.0,13,0.56
2021-01-03,9.0,5,0.22
2021-01-03,10.0,15,0.65
2021-01-03,11.0,16,0.69
2021-01-03,12.0,9,0.39
2021-01-03,13.0,12,0.52
2021-01-03,14.0,7,0.3
2021-01-03,15.0,7,0.3
2021-01-03,16.0,7,0.3
2021-01-03,17.0,9,0.39
2021-01-03,18.0,6,0.26
2021-01-03,20.0,6,0.26
2021-01-03,21.0,6,0.26
2021-01-03,22.0,6,0.26
2021-01-03,23.0,6,0.26
2021-01-03,24.0,4,0.17
2021-01-03,25.0,2,0.09
2021-01-03,26.0,3,0.13
2021-01-03,28.0,1,0.04
2021-01-03,29.0,1,0.04
2021-01-03,30.0,4,0.17
2021-01-03,31.0,1,0.04
2021-01-03,32.0,6,0.26
2021-01-03,34.0,1,0.04
2021-01-03,35.0,3,0.13
2021-01-03,36.0,2,0.09
2021-01-03,37.0,1,0.04
2021-01-03,38.0,5,0.22
2021-01-03,39.0,2,0.09
2021-01-03,40.0,2,0.09
2021-01-03,41.0,1,0.04
2021-01-03,42.0,2,0.09
2021-01-03,43.0,1,0.04
2021-01-03,44.0,2,0.09
2021-01-03,45.0,1,0.04
2021-01-03,46.0,2,0.09
2021-01-03,47.0,3,0.13
2021-01-03,48.0,1,0.04
2021-01-03,49.0,1,0.04
2021-01-03,50.0,3,0.13
2021-01-03,52.0,1,0.04
2021-01-03,53.0,1,0.04
2021-01-03,54.0,1,0.04
2021-01-03,56.0,2,0.09
2021-01-04,0.0,2399,100.0
2021-01-04,1.0,80,3.33
2021-01-04,2.0,37,1.54
2021-01-04,3.0,18,0.75
2021-01-04,4.0,18,0.75
2021-01-04,5.0,13,0.54
2021-01-04,6.0,8,0.33
2021-01-04,7.0,12,0.5
2021-01-04,8.0,11,0.46
2021-01-04,9.0,5,0.21
2021-01-04,10.0,13,0.54
2021-01-04,11.0,8,0.33
2021-01-04,12.0,12,0.5
2021-01-04,13.0,2,0.08
2021-01-04,14.0,3,0.13
2021-01-04,15.0,4,0.17
